Title,Meta_score,Summary,User_score,GamesRelease,Descrition
KNOWLEDGE IS POWER,71,answer a massive variety of trivia questions to outsmart your opponents with tactile challenges thrown in to keep you on your toes this is all about speed and accuracy — are you up to the task?,7.0,Oct 24 2017,t sony interactive entertainment wish studios miscellaneous party / minigame up to 6 players
SHERLOCK HOLMES: THE DEVIL'S DAUGHTER,71,sherlock holmes: the devil’s daughter the eighth game in the series is an incredible adventure game with unique gameplay blending investigation action and exploration for an extraordinary experience that will test the limits of players' nerves and intelligence playing as the great detective they will have to track down evil in the darkest corners of london and the human spirit freely exploring several neighbourhoods in the city in search of clues and suspects while they untangle a web of intrigue leading to the final stunning revelation,7.1,Oct 25 2016,t frogwares adventure general
SONGBRINGER,71,darkness sleeps just beneath the cracks on the ever-changing planet the curious will uncover powerful artifacts and forge them anew the strong will take the nanosword and crush galactic giants,6.4,Sep 5 2017,t wizard fu games action adventure general open-world
BUTCHER,71,butcher is a fast-paced 2d shooter and a blood-soaked love letter to the cult classics of the genre,7.2,May 9 2017,m transhuman design crunching koalas action platformer 2d no online multiplayer
JUMP KING,71,take up the challenge and face true high-stakes platforming in jump king! struggle upwards in search of the smoking hot babe of legend but explore with care; a single missed jump could lead to a long fall back down,tbd,Jun 9 2020, nexile action platformer 2d no online multiplayer
AFTERPARTY,70,in afterparty you are milo and lola recently deceased best buds who suddenly find themselves staring down an eternity in hell but there’s a loophole: outdrink satan and he’ll grant you re-entry to earth what adventures will you stumble through in the underworld? every step is up to you time to go on the best bender ever uncover the mystery of why you’ve been damned and drink the big guy under the table [night school],6.8,Oct 29 2019,m night school studio adventure general no online multiplayer
BATMAN: THE ENEMY WITHIN - EPISODE 1: THE ENIGMA,70,both bruce wayne and batman are forced into precarious new roles the riddler has returned to terrorize gotham city but his gruesome puzzles merely foreshadow an even greater crisis with the arrival of a ruthless federal agent and the return of a still nascent joker batman must navigate uneasy alliances while bruce wayne undertakes a perilous series of deceptions,6.0,Aug 8 2017,m telltale games adventure point-and-click no online multiplayer
SHELTERED,70,it’s a post-apocalyptic survival game with some pretty complicated mechanics that brings it snugly into the roguelike arena in sheltered you’ll find some familiar mechanics: scavenging for supplies crafting building and maintaining your shelter but that’s where familiarity ends sheltered doesn’t focus on soul survivors but an average family your family [unicube],6.5,Mar 15 2016,t unicube strategy real-time defense
A FISHERMAN'S TALE,70,bend and twist reality in a fisherman’s tale the mind-bending vr puzzle adventure game in which being turned upside down and inside out is not merely a play on words,5.7,Jan 22 2019, innerspace vr adventure generalspecial controllers: move required playstation vr required playstation vr required playstation vr required playstation vr compatible no online multiplayer
HYPER JAM,70,hyper jam is a neon-soaked arena brawler with a dynamic perk drafting system that makes each match different from the last the fusion of lethal weapons stackable perks furious combat and a killer synthwave soundtrack will keep you coming back for more,4.0,Feb 12 2019,t bit dragon action shooter shoot-'em-up top-down up to 4 players
